File accession	File format	Output type	Experiment accession	Assay	Biosample organism	Experiment target	Size	Assembly
ENCFF081HVQ	bam	alignments	ENCSR000DWE	ChIP-seq	Homo sapiens	CTCF-human	597731784	GRCh38
ENCFF151HUH	bam	alignments	ENCSR664ZHF	ChIP-seq	Homo sapiens	JUN-human	871316035	GRCh38
ENCFF379OME	bam	alignments	ENCSR450FRI	ChIP-seq	Homo sapiens	CTCF-human	4513948076	GRCh38
ENCFF722EDJ	bam	alignments	ENCSR665UFC	ChIP-seq	Homo sapiens	ZNF639-human	1176856086	GRCh38
ENCFF947UOE	bam	alignments	ENCSR011CIR	ChIP-seq	Homo sapiens	ZNF614-human	1273146020	GRCh38
ENCFF703YNU	bam	alignments	ENCSR000EGH	ChIP-seq	Homo sapiens	JUN-human	293142941	GRCh38
ENCFF340JWK	bam	alignments	ENCSR000EWG	ChIP-seq	Homo sapiens	GATA2-human	359755177	GRCh38
ENCFF400BSN	bam	alignments	ENCSR000EGN	ChIP-seq	Homo sapiens	JUND-human	604873580	GRCh38
ENCFF723QLF	bam	alignments	ENCSR210HBN	ChIP-seq	Homo sapiens	IKZF5-human	1294422536	GRCh38
ENCFF767TEU	bam	alignments	ENCSR543BVU	ChIP-seq	Homo sapiens	SOX6-human	5247946507	GRCh38
ENCFF273BTT	bam	alignments	ENCSR647PJW	ChIP-seq	Homo sapiens	SFPQ-human	569965170	GRCh38
ENCFF509RDA	bam	alignments	ENCSR887MXT	ChIP-seq	Homo sapiens	ZHX1-human	840540546	GRCh38
ENCFF726DLQ	bam	alignments	ENCSR000BSA	ChIP-seq	Homo sapiens	JUND-human	1222561961	GRCh38
ENCFF602ZTX	bam	alignments	ENCSR000DMQ	ChIP-seq	Homo sapiens	MYC-human	582124043	GRCh38
ENCFF645IYJ	bam	alignments	ENCSR000BNE	ChIP-seq	Homo sapiens	EGR1-human	477698469	GRCh38
ENCFF463LMJ	bam	alignments	ENCSR000FAV	ChIP-seq	Homo sapiens	STAT1-human	297505948	GRCh38
ENCFF902TKE	bam	alignments	ENCSR864VJE	ChIP-seq	Homo sapiens	ZSCAN16-human	4922489948	GRCh38
ENCFF995ZRC	bam	alignments	ENCSR233FAG	ChIP-seq	Homo sapiens	PKNOX1-human	6672973207	GRCh38
ENCFF166JNV	bam	alignments	ENCSR000EVY	ChIP-seq	Homo sapiens	TRIM28-human	367775356	GRCh38
ENCFF057CNY	bam	alignments	ENCSR149ZBI	ChIP-seq	Homo sapiens	ZNF584-human	791325096	GRCh38
ENCFF980DDZ	bam	alignments	ENCSR912ATU	ChIP-seq	Homo sapiens	ZNF217-human	4719321143	GRCh38
ENCFF165JXG	bam	alignments	ENCSR125ULS	ChIP-seq	Homo sapiens	ZNF561-human	5966992350	GRCh38
ENCFF645RWA	bam	alignments	ENCSR364SNE	ChIP-seq	Homo sapiens	POU5F1-human	527847825	GRCh38
ENCFF011KDH	bam	alignments	ENCSR000DKB	ChIP-seq	Homo sapiens	FOS-human	546694625	GRCh38
ENCFF739SRY	bam	alignments	ENCSR000BMB	ChIP-seq	Homo sapiens	ELF1-human	372410479	GRCh38
ENCFF250NHK	bam	alignments	ENCSR769JRS	ChIP-seq	Homo sapiens	AEBP2-human	5231358110	GRCh38
ENCFF034TFU	bam	alignments	ENCSR225OKX	ChIP-seq	Homo sapiens	CTCF-human	3287830424	GRCh38
ENCFF596DJC	bam	alignments	ENCSR000AQU	ChIP-seq	Homo sapiens	CTCF-human	178938773	GRCh38
ENCFF869TEK	bam	alignments	ENCSR006GAQ	ChIP-seq	Homo sapiens	KLF10-human	6244550181	GRCh38
ENCFF438WBW	bam	alignments	ENCSR487CPI	ChIP-seq	Homo sapiens	ZFP64-human	1847116122	GRCh38
ENCFF332SRJ	bam	alignments	ENCSR000BMO	ChIP-seq	Homo sapiens	FOXA1-human	323539184	GRCh38
ENCFF290MEZ	bam	alignments	ENCSR331GDC	ChIP-seq	Homo sapiens	ZBTB11-human	780462628	GRCh38
ENCFF735KBQ	bam	alignments	ENCSR283DOU	ChIP-seq	Homo sapiens	ZNF660-human	6642159044	GRCh38
ENCFF537JSG	bam	alignments	ENCSR462QZZ	ChIP-seq	Homo sapiens	ZNF395-human	916866593	GRCh38
ENCFF031LWP	bam	alignments	ENCSR000EEL	ChIP-seq	Homo sapiens	TBP-human	650649037	GRCh38
ENCFF740NIN	bam	alignments	ENCSR000BJS	ChIP-seq	Homo sapiens	ESR1-human	589768443	GRCh38
ENCFF758YDA	bam	alignments	ENCSR618ICR	ChIP-seq	Homo sapiens	RCOR1-human	889422948	GRCh38
ENCFF747PIH	bam	alignments	ENCSR000AVD	ChIP-seq	Homo sapiens	CHD7-human	781476154	GRCh38
ENCFF865ISL	bam	alignments	ENCSR000EFU	ChIP-seq	Homo sapiens	ELK1-human	555115405	GRCh38
ENCFF264RSU	bam	alignments	ENCSR595BPR	ChIP-seq	Homo sapiens	CTCF-human	1817526481	GRCh38
ENCFF928AKT	bam	alignments	ENCSR000BGP	ChIP-seq	Homo sapiens	POU2F2-human	617635542	GRCh38
ENCFF788IFN	bam	alignments	ENCSR897MYK	ChIP-seq	Homo sapiens	SREBF1-human	6216387451	GRCh38
ENCFF687TGC	bam	alignments	ENCSR017QBI	ChIP-seq	Homo sapiens	ZNF600-human	5857433687	GRCh38
ENCFF063VDZ	bam	alignments	ENCSR993DED	ChIP-seq	Homo sapiens	ZNF214-human	6206432397	GRCh38
ENCFF623PVZ	bam	alignments	ENCSR815ZDS	ChIP-seq	Homo sapiens	SREBF1-human	408369030	GRCh38
ENCFF630WBP	bam	alignments	ENCSR708DGM	ChIP-seq	Homo sapiens	JUN-human	664540796	GRCh38
ENCFF393EHE	bam	alignments	ENCSR538RDA	ChIP-seq	Homo sapiens	ZNF560-human	5013755941	GRCh38
ENCFF295PIG	bam	alignments	ENCSR130TQM	ChIP-seq	Homo sapiens	CTCF-human	757164815	GRCh38
ENCFF757GXN	bam	alignments	ENCSR623KNM	ChIP-seq	Homo sapiens	ELK1-human	532705308	GRCh38
ENCFF436WOY	bam	alignments	ENCSR428BKN	ChIP-seq	Homo sapiens	CTCF-human	3387294892	GRCh38
ENCFF095OEN	bam	alignments	ENCSR729HVR	ChIP-seq	Homo sapiens	ZNF644-human	859802968	GRCh38
ENCFF979BFW	bam	alignments	ENCSR359NFW	ChIP-seq	Homo sapiens	USF2-human	509264505	GRCh38
ENCFF282IXA	bam	alignments	ENCSR000BTK	ChIP-seq	Homo sapiens	GABPA-human	981081485	GRCh38
ENCFF251EVS	bam	alignments	ENCSR975SSR	ChIP-seq	Homo sapiens	ELF1-human	1272061373	GRCh38
ENCFF615CWW	bam	alignments	ENCSR000FAT	ChIP-seq	Homo sapiens	STAT2-human	227693827	GRCh38
ENCFF482VWN	bam	alignments	ENCSR000DMY	ChIP-seq	Homo sapiens	CTCF-human	581362669	GRCh38
ENCFF849XDW	bam	alignments	ENCSR974OFJ	ChIP-seq	Homo sapiens	KLF5-human	3802571693	GRCh38
ENCFF715AOC	bam	alignments	ENCSR744WOO	ChIP-seq	Homo sapiens	TCF12-human	3712062830	GRCh38
ENCFF514UAV	bam	alignments	ENCSR857PBV	ChIP-seq	Homo sapiens	CTCF-human	7443874733	GRCh38
ENCFF938FQC	bam	alignments	ENCSR632DCH	ChIP-seq	Homo sapiens	ATF3-human	2952154493	GRCh38
ENCFF192KRY	bam	alignments	ENCSR000BGA	ChIP-seq	Homo sapiens	FOXP2-human	119171175	GRCh38
ENCFF657ZIF	bam	alignments	ENCSR621ATC	ChIP-seq	Homo sapiens	ZNF184-human	3487588864	GRCh38
ENCFF499QGU	bam	alignments	ENCSR173IEA	ChIP-seq	Homo sapiens	CTCF-human	683700944	GRCh38
ENCFF154YWN	bam	alignments	ENCSR000EHY	ChIP-seq	Homo sapiens	RFX5-human	791517832	GRCh38
ENCFF201MXQ	bam	alignments	ENCSR121PFY	ChIP-seq	Homo sapiens	CDC5L-human	3817513034	GRCh38
ENCFF278GIG	bam	alignments	ENCSR612GKD	ChIP-seq	Homo sapiens	JUN-human	662303225	GRCh38
ENCFF524HVD	bam	alignments	ENCSR504LBE	ChIP-seq	Homo sapiens	JUN-human	921347162	GRCh38
ENCFF740VTK	bam	alignments	ENCSR000AMF	ChIP-seq	Homo sapiens	CTCF-human	978666236	GRCh38
ENCFF255YNB	bam	alignments	ENCSR048CVK	ChIP-seq	Homo sapiens	JUN-human	657634997	GRCh38
ENCFF936SHM	bam	alignments	ENCSR000BQR	ChIP-seq	Homo sapiens	ESR1-human	500423052	GRCh38
ENCFF507PNL	bam	alignments	ENCSR610RKF	ChIP-seq	Homo sapiens	EP300-human	443166825	GRCh38
ENCFF108OOG	bam	alignments	ENCSR964KSS	ChIP-seq	Homo sapiens	HES2-human	595367396	GRCh38
ENCFF987AWV	bam	alignments	ENCSR000DZZ	ChIP-seq	Homo sapiens	TBP-human	598478181	GRCh38
ENCFF846ILV	bam	alignments	ENCSR224NFP	ChIP-seq	Homo sapiens	ZNF426-human	3686801852	GRCh38
ENCFF160MJQ	bam	alignments	ENCSR243INX	ChIP-seq	Homo sapiens	CTCF-human	1672217238	GRCh38
ENCFF823YAA	bam	alignments	ENCSR686HIU	ChIP-seq	Homo sapiens	FOSL2-human	689003271	GRCh38
ENCFF055QMP	bam	alignments	ENCSR000DYP	ChIP-seq	Homo sapiens	ZNF384-human	650158600	GRCh38
ENCFF434GLS	bam	alignments	ENCSR000BMF	ChIP-seq	Homo sapiens	USF1-human	248531688	GRCh38
ENCFF063AFU	bam	alignments	ENCSR488EES	ChIP-seq	Homo sapiens	NFE2L2-human	992722795	GRCh38
ENCFF053VFZ	bam	alignments	ENCSR205SKQ	ChIP-seq	Homo sapiens	YBX1-human	4337112041	GRCh38
ENCFF158MHQ	bam	alignments	ENCSR185QFX	ChIP-seq	Homo sapiens	ZNF549-human	4317963016	GRCh38
ENCFF958WMW	bam	alignments	ENCSR638QHV	ChIP-seq	Homo sapiens	ELF4-human	2298577133	GRCh38
ENCFF098FBI	bam	alignments	ENCSR038DJJ	ChIP-seq	Homo sapiens	SMAD1-human	745621246	GRCh38
ENCFF818QIJ	bam	alignments	ENCSR000EGR	ChIP-seq	Homo sapiens	NFYA-human	297526566	GRCh38
ENCFF846CYU	bam	alignments	ENCSR563LLO	ChIP-seq	Homo sapiens	E2F1-human	2261609064	GRCh38
ENCFF873BRB	bam	alignments	ENCSR237VLT	ChIP-seq	Homo sapiens	ZBTB40-human	3548729693	GRCh38
ENCFF755QDV	bam	alignments	ENCSR996DUT	ChIP-seq	Homo sapiens	JUN-human	812020974	GRCh38
ENCFF592CBW	bam	alignments	ENCSR543KOA	ChIP-seq	Homo sapiens	ZBTB12-human	4397087284	GRCh38
ENCFF257QQX	bam	alignments	ENCSR189PYJ	ChIP-seq	Homo sapiens	SMAD2-human	641177525	GRCh38
ENCFF459JEN	bam	alignments	ENCSR661AXW	ChIP-seq	Homo sapiens	ZNF169-human	5140656926	GRCh38
ENCFF869PJB	bam	alignments	ENCSR387QUV	ChIP-seq	Homo sapiens	RELB-human	3367021605	GRCh38
ENCFF149UBZ	bam	alignments	ENCSR727PIC	ChIP-seq	Homo sapiens	ZNF34-human	3155474389	GRCh38
ENCFF144OSY	bam	alignments	ENCSR906PEI	ChIP-seq	Homo sapiens	SP1-human	6078285290	GRCh38
ENCFF552FJB	bam	alignments	ENCSR000DTR	ChIP-seq	Homo sapiens	CTCF-human	426302936	GRCh38
ENCFF492UVJ	bam	alignments	ENCSR000DOM	ChIP-seq	Homo sapiens	MYC-human	698363708	GRCh38
ENCFF778SLS	bam	alignments	ENCSR801GJU	ChIP-seq	Homo sapiens	CBX2-human	577680809	GRCh38
ENCFF898FWJ	bam	alignments	ENCSR664OKA	ChIP-seq	Homo sapiens	ELK1-human	804144767	GRCh38
ENCFF077WZY	bam	alignments	ENCSR635EXI	ChIP-seq	Homo sapiens	ZSCAN29-human	3782017955	GRCh38
ENCFF084WSP	bam	alignments	ENCSR000EHH	ChIP-seq	Homo sapiens	NRF1-human	704159272	GRCh38
ENCFF960WSN	bam	alignments	ENCSR634ZGP	ChIP-seq	Homo sapiens	UBTF-human	5023509142	GRCh38
ENCFF223SSU	bam	alignments	ENCSR689YFA	ChIP-seq	Homo sapiens	ZNF146-human	5018690995	GRCh38
ENCFF502NAY	bam	alignments	ENCSR091JXL	ChIP-seq	Homo sapiens	HES1-human	3203567462	GRCh38
ENCFF871ONC	bam	alignments	ENCSR800QIT	ChIP-seq	Homo sapiens	HNF1A-human	1089171569	GRCh38
ENCFF990UII	bam	alignments	ENCSR041ZIQ	ChIP-seq	Homo sapiens	SALL1-human	4617345368	GRCh38
ENCFF235FDS	bam	alignments	ENCSR597VGC	ChIP-seq	Homo sapiens	ETV6-human	2689562996	GRCh38
ENCFF377HHK	bam	alignments	ENCSR635NOQ	ChIP-seq	Homo sapiens	KLF8-human	4511449823	GRCh38
ENCFF208JDO	bam	alignments	ENCSR783THJ	ChIP-seq	Homo sapiens	JUN-human	700839919	GRCh38
ENCFF297HWT	bam	alignments	ENCSR418KUS	ChIP-seq	Homo sapiens	ZEB1-human	800528241	GRCh38
ENCFF036AJQ	bam	alignments	ENCSR000DZD	ChIP-seq	Homo sapiens	EP300-human	634258317	GRCh38
ENCFF127HJL	bam	alignments	ENCSR384KPP	ChIP-seq	Homo sapiens	CTCF-human	628373118	GRCh38
ENCFF918HBF	bam	alignments	ENCSR604VWJ	ChIP-seq	Homo sapiens	KLF7-human	5733423415	GRCh38
ENCFF411KDZ	bam	alignments	ENCSR000DYS	ChIP-seq	Homo sapiens	JUND-human	449059427	GRCh38
ENCFF208HMD	bam	alignments	ENCSR362VCG	ChIP-seq	Homo sapiens	POU5F1-human	1459770155	GRCh38
ENCFF330XIE	bam	alignments	ENCSR455DOO	ChIP-seq	Homo sapiens	RCOR2-human	1206532281	GRCh38
ENCFF447PIY	bam	alignments	ENCSR720USO	ChIP-seq	Homo sapiens	CTCF-human	3455320740	GRCh38
ENCFF571WED	bam	alignments	ENCSR000BLK	ChIP-seq	Homo sapiens	SRF-human	259662061	GRCh38
ENCFF752JUA	bam	alignments	ENCSR432AXE	ChIP-seq	Homo sapiens	CTCF-human	711107561	GRCh38
ENCFF178EJY	bam	alignments	ENCSR376WCJ	ChIP-seq	Homo sapiens	IRF2-human	906593354	GRCh38
ENCFF446IQQ	bam	alignments	ENCSR829HTO	ChIP-seq	Homo sapiens	CTCF-human	3149585976	GRCh38
ENCFF717YUB	bam	alignments	ENCSR788XNX	ChIP-seq	Homo sapiens	RFX1-human	3195661093	GRCh38
ENCFF511OFO	bam	alignments	ENCSR402IDP	ChIP-seq	Homo sapiens	CTCF-human	2414463757	GRCh38
ENCFF178POG	bam	alignments	ENCSR950ACO	ChIP-seq	Homo sapiens	ZNF785-human	5429581184	GRCh38
ENCFF839CKS	bam	alignments	ENCSR000BVN	ChIP-seq	Homo sapiens	ZEB1-human	928811695	GRCh38
ENCFF399QIP	bam	alignments	ENCSR000BGT	ChIP-seq	Homo sapiens	BATF-human	658647063	GRCh38
ENCFF358SSM	bam	alignments	ENCSR109YGM	ChIP-seq	Homo sapiens	CREB3L1-human	3287600249	GRCh38
ENCFF211PNG	bam	alignments	ENCSR497JLX	ChIP-seq	Homo sapiens	TEAD1-human	1310429502	GRCh38
ENCFF892ULP	bam	alignments	ENCSR668HOP	ChIP-seq	Homo sapiens	ZNF580-human	4884267911	GRCh38
ENCFF454HMH	bam	alignments	ENCSR551KAP	ChIP-seq	Homo sapiens	ZNF138-human	4517920138	GRCh38
ENCFF356TOS	bam	alignments	ENCSR827NWO	ChIP-seq	Homo sapiens	FEZF1-human	5272129374	GRCh38
ENCFF532THR	bam	alignments	ENCSR553UWG	ChIP-seq	Homo sapiens	CTCF-human	752002392	GRCh38
ENCFF588GTL	bam	alignments	ENCSR014RCS	ChIP-seq	Homo sapiens	HNRNPK-human	372158885	GRCh38
ENCFF520BHR	bam	alignments	ENCSR000BQX	ChIP-seq	Homo sapiens	NFIC-human	861262966	GRCh38
ENCFF189GFZ	bam	alignments	ENCSR000BLX	ChIP-seq	Homo sapiens	CTCF-human	379400371	GRCh38
ENCFF934MYU	bam	alignments	ENCSR020UPN	ChIP-seq	Homo sapiens	ZNF184-human	7423378034	GRCh38
ENCFF811CBJ	bam	alignments	ENCSR448UKK	ChIP-seq	Homo sapiens	ZKSCAN8-human	1319426906	GRCh38
ENCFF892EFT	bam	alignments	ENCSR036EGV	ChIP-seq	Homo sapiens	CTCF-human	3305168089	GRCh38
ENCFF010EXG	bam	alignments	ENCSR140DSL	ChIP-seq	Homo sapiens	MAFF-human	948587275	GRCh38
ENCFF662QGV	bam	alignments	ENCSR103GAK	ChIP-seq	Homo sapiens	ZNF175-human	4602365751	GRCh38
ENCFF550IUC	bam	alignments	ENCSR970NKQ	ChIP-seq	Homo sapiens	NR2F1-human	3065987892	GRCh38
ENCFF415RQE	bam	alignments	ENCSR174GOO	ChIP-seq	Homo sapiens	HMGXB4-human	1139894135	GRCh38
ENCFF402OMZ	bam	alignments	ENCSR124VXG	ChIP-seq	Homo sapiens	EP300-human	602523350	GRCh38
ENCFF433SUG	bam	alignments	ENCSR845BCL	ChIP-seq	Homo sapiens	ZNF639-human	849591098	GRCh38
ENCFF267MKV	bam	alignments	ENCSR560SEP	ChIP-seq	Homo sapiens	RXRB-human	1953996320	GRCh38
ENCFF691BQZ	bam	alignments	ENCSR000BPJ	ChIP-seq	Homo sapiens	CTCF-human	630218936	GRCh38
ENCFF861GCW	bam	alignments	ENCSR361KVZ	ChIP-seq	Homo sapiens	CTCF-human	2610779742	GRCh38
ENCFF347NTF	bam	alignments	ENCSR906PCS	ChIP-seq	Homo sapiens	ZNF223-human	4606239979	GRCh38
ENCFF056XVW	bam	alignments	ENCSR387SYS	ChIP-seq	Homo sapiens	DEAF1-human	944413952	GRCh38
ENCFF576IPP	bam	alignments	ENCSR000BNI	ChIP-seq	Homo sapiens	FOXA2-human	305648366	GRCh38
ENCFF382YTB	bam	alignments	ENCSR535HFQ	ChIP-seq	Homo sapiens	FOSL2-human	652269202	GRCh38
ENCFF094BOF	bam	alignments	ENCSR765MKZ	ChIP-seq	Homo sapiens	DRAP1-human	1664130757	GRCh38
ENCFF589UVV	bam	alignments	ENCSR178NTX	ChIP-seq	Homo sapiens	CUX1-human	1096748832	GRCh38
ENCFF974QRX	bam	alignments	ENCSR000BMJ	ChIP-seq	Homo sapiens	BCL11A-human	456170230	GRCh38
ENCFF948MFZ	bam	alignments	ENCSR111ZXV	ChIP-seq	Homo sapiens	FOSL2-human	545618370	GRCh38
ENCFF210JIP	bam	alignments	ENCSR018MSO	ChIP-seq	Homo sapiens	ZNF148-human	1005428864	GRCh38
ENCFF919VWI	bam	alignments	ENCSR909GJR	ChIP-seq	Homo sapiens	MXD3-human	1108223924	GRCh38
ENCFF594LSU	bam	alignments	ENCSR775HFF	ChIP-seq	Homo sapiens	ZNF791-human	4229466647	GRCh38
ENCFF323OGO	bam	alignments	ENCSR646EFO	ChIP-seq	Homo sapiens	HES2-human	549854217	GRCh38
ENCFF646AXJ	bam	alignments	ENCSR295GRB	ChIP-seq	Homo sapiens	ZNF213-human	3862510346	GRCh38
ENCFF663TTK	bam	alignments	ENCSR290SSQ	ChIP-seq	Homo sapiens	MAZ-human	2465642890	GRCh38
ENCFF983YCI	bam	alignments	ENCSR000BQL	ChIP-seq	Homo sapiens	NFATC1-human	1016241355	GRCh38
ENCFF751UYZ	bam	alignments	ENCSR639IIZ	ChIP-seq	Homo sapiens	CEBPG-human	1480260227	GRCh38
ENCFF335GRT	bam	alignments	ENCSR892QHR	ChIP-seq	Homo sapiens	PRDM6-human	3767810753	GRCh38
ENCFF265TUU	bam	alignments	ENCSR000DMF	ChIP-seq	Homo sapiens	CTCF-human	404849730	GRCh38
ENCFF205FAF	bam	alignments	ENCSR686BIE	ChIP-seq	Homo sapiens	HES2-human	590636480	GRCh38
ENCFF693ANZ	bam	alignments	ENCSR450BLH	ChIP-seq	Homo sapiens	CTCF-human	5810741949	GRCh38
ENCFF438DHS	bam	alignments	ENCSR000BNU	ChIP-seq	Homo sapiens	ATF3-human	612365247	GRCh38
ENCFF664MCF	bam	alignments	ENCSR000DRR	ChIP-seq	Homo sapiens	CTCF-human	254590300	GRCh38
ENCFF372TQJ	bam	alignments	ENCSR596FEL	ChIP-seq	Homo sapiens	RBPJ-human	1965070839	GRCh38
ENCFF116ICU	bam	alignments	ENCSR000DWN	ChIP-seq	Homo sapiens	CTCF-human	729448148	GRCh38
ENCFF893VEW	bam	alignments	ENCSR022IZK	ChIP-seq	Homo sapiens	ZNF623-human	4628095792	GRCh38
ENCFF827AFP	bam	alignments	ENCSR731AGO	ChIP-seq	Homo sapiens	ZSCAN5C-human	4936727139	GRCh38
ENCFF603ARU	bam	alignments	ENCSR792MZV	ChIP-seq	Homo sapiens	MYRF-human	1136997453	GRCh38
ENCFF118HAI	bam	alignments	ENCSR266UTR	ChIP-seq	Homo sapiens	CTCF-human	2244497692	GRCh38
ENCFF946EJI	bam	alignments	ENCSR680OFU	ChIP-seq	Homo sapiens	EP300-human	737845357	GRCh38
ENCFF519SIY	bam	alignments	ENCSR103UVU	ChIP-seq	Homo sapiens	FOSL2-human	673785445	GRCh38
ENCFF391TOS	bam	alignments	ENCSR986CDX	ChIP-seq	Homo sapiens	NEUROD1-human	426035349	GRCh38
ENCFF444OMB	bam	alignments	ENCSR000EGG	ChIP-seq	Homo sapiens	RCOR1-human	741656214	GRCh38
ENCFF884LEJ	bam	alignments	ENCSR000BRI	ChIP-seq	Homo sapiens	RUNX3-human	1310865014	GRCh38
ENCFF398XYY	bam	alignments	ENCSR464KFG	ChIP-seq	Homo sapiens	ZNF140-human	3949872882	GRCh38
ENCFF360TJN	bam	alignments	ENCSR713SXF	ChIP-seq	Homo sapiens	CTCF-human	1297979084	GRCh38
ENCFF777MZR	bam	alignments	ENCSR000BJA	ChIP-seq	Homo sapiens	EGR1-human	633218294	GRCh38
ENCFF060DER	bam	alignments	ENCSR465VLK	ChIP-seq	Homo sapiens	FOXK2-human	3824994853	GRCh38
ENCFF406RXQ	bam	alignments	ENCSR000DZA	ChIP-seq	Homo sapiens	MAZ-human	695316999	GRCh38
ENCFF775RIR	bam	alignments	ENCSR298QUH	ChIP-seq	Homo sapiens	MZF1-human	5200941912	GRCh38
ENCFF437SJH	bam	alignments	ENCSR555AYD	ChIP-seq	Homo sapiens	BCL3-human	648641170	GRCh38
ENCFF403JXW	bam	alignments	ENCSR000BKJ	ChIP-seq	Homo sapiens	YY1-human	457008058	GRCh38
ENCFF144SKI	bam	alignments	ENCSR513UQG	ChIP-seq	Homo sapiens	USF2-human	744137203	GRCh38
ENCFF478FDP	bam	alignments	ENCSR447ZMS	ChIP-seq	Homo sapiens	CEBPB-human	735839610	GRCh38
ENCFF337NPB	bam	alignments	ENCSR000BJO	ChIP-seq	Homo sapiens	REST-human	549580794	GRCh38
ENCFF953PCA	bam	alignments	ENCSR000BHP	ChIP-seq	Homo sapiens	FOSL2-human	572730653	GRCh38
ENCFF504YVD	bam	alignments	ENCSR419TWL	ChIP-seq	Homo sapiens	HES2-human	722232772	GRCh38
ENCFF572IXE	bam	alignments	ENCSR000EHA	ChIP-seq	Homo sapiens	TBP-human	518681417	GRCh38
ENCFF802OZZ	bam	alignments	ENCSR446SPT	ChIP-seq	Homo sapiens	BCL3-human	695517480	GRCh38
ENCFF143LAN	bam	alignments	ENCSR278JQG	ChIP-seq	Homo sapiens	IKZF1-human	4576409681	GRCh38
ENCFF643OWX	bam	alignments	ENCSR013KHB	ChIP-seq	Homo sapiens	BCL3-human	623644929	GRCh38
ENCFF894PHG	bam	alignments	ENCSR027FSZ	ChIP-seq	Homo sapiens	CTCF-human	4154017074	GRCh38
ENCFF700ZPS	bam	alignments	ENCSR462KYU	ChIP-seq	Homo sapiens	GABPB1-human	1094508671	GRCh38
ENCFF696GNV	bam	alignments	ENCSR000BHM	ChIP-seq	Homo sapiens	REST-human	486295506	GRCh38
ENCFF569ZLS	bam	alignments	ENCSR519QAA	ChIP-seq	Homo sapiens	HNRNPK-human	518712725	GRCh38
ENCFF845AVW	bam	alignments	ENCSR000EXP	ChIP-seq	Homo sapiens	GATA1-human	242718896	GRCh38
ENCFF775GEU	bam	alignments	ENCSR561ZRE	ChIP-seq	Homo sapiens	EP300-human	519478358	GRCh38
ENCFF957DAV	bam	alignments	ENCSR964BKO	ChIP-seq	Homo sapiens	CTCF-human	4887938526	GRCh38
ENCFF540ABH	bam	alignments	ENCSR505ZGX	ChIP-seq	Homo sapiens	CTCF-human	1204423564	GRCh38
ENCFF343NMF	bam	alignments	ENCSR996FYT	ChIP-seq	Homo sapiens	ZNF202-human	4031919016	GRCh38
ENCFF516AEF	bam	alignments	ENCSR541WQI	ChIP-seq	Homo sapiens	MAFK-human	5421081030	GRCh38
ENCFF160JFP	bam	alignments	ENCSR000BHG	ChIP-seq	Homo sapiens	NR3C1-human	769068933	GRCh38
ENCFF361SFX	bam	alignments	ENCSR848YWD	ChIP-seq	Homo sapiens	ZMYM3-human	920599975	GRCh38
ENCFF300AUR	bam	alignments	ENCSR591CCL	ChIP-seq	Homo sapiens	ZNF512-human	7854969982	GRCh38
ENCFF073MBT	bam	alignments	ENCSR375BUB	ChIP-seq	Homo sapiens	CEBPB-human	805532776	GRCh38
ENCFF677PSB	bam	alignments	ENCSR000EEE	ChIP-seq	Homo sapiens	CEBPB-human	459436252	GRCh38
ENCFF953GQZ	bam	alignments	ENCSR427BBI	ChIP-seq	Homo sapiens	MLLT1-human	4262536430	GRCh38
ENCFF522HWT	bam	alignments	ENCSR000BLW	ChIP-seq	Homo sapiens	EP300-human	629313007	GRCh38
ENCFF997UGV	bam	alignments	ENCSR684NJD	ChIP-seq	Homo sapiens	EP300-human	3415674245	GRCh38
ENCFF124ZGE	bam	alignments	ENCSR408XTO	ChIP-seq	Homo sapiens	CTCF-human	3277810314	GRCh38
ENCFF667MDQ	bam	alignments	ENCSR542SCB	ChIP-seq	Homo sapiens	CTCF-human	3520171497	GRCh38
ENCFF119WQP	bam	alignments	ENCSR793YAD	ChIP-seq	Homo sapiens	CTCF-human	2716286156	GRCh38
ENCFF086GHN	bam	alignments	ENCSR000DZW	ChIP-seq	Homo sapiens	RFX5-human	531788765	GRCh38
ENCFF024QRE	bam	alignments	ENCSR000DZJ	ChIP-seq	Homo sapiens	BHLHE40-human	464846566	GRCh38
ENCFF170EHY	bam	alignments	ENCSR970UZD	ChIP-seq	Homo sapiens	CTCF-human	3951902612	GRCh38
ENCFF620AGM	bam	alignments	ENCSR467VXG	ChIP-seq	Homo sapiens	EP300-human	609765108	GRCh38
ENCFF045LKN	bam	alignments	ENCSR072GJV	ChIP-seq	Homo sapiens	HMG20A-human	1310174525	GRCh38
ENCFF785WJN	bam	alignments	ENCSR662EOU	ChIP-seq	Homo sapiens	NR2F1-human	1377582799	GRCh38
ENCFF932DKG	bam	alignments	ENCSR000EDN	ChIP-seq	Homo sapiens	MAZ-human	586242205	GRCh38
ENCFF707RRY	bam	alignments	ENCSR000BJE	ChIP-seq	Homo sapiens	SIX5-human	437501433	GRCh38
ENCFF985MNC	bam	alignments	ENCSR047EVQ	ChIP-seq	Homo sapiens	EP300-human	638412909	GRCh38
ENCFF246NWJ	bam	alignments	ENCSR142IGM	ChIP-seq	Homo sapiens	CEBPA-human	1240459382	GRCh38
ENCFF492DBK	bam	alignments	ENCSR269IUA	ChIP-seq	Homo sapiens	CEBPB-human	690790643	GRCh38
ENCFF592QBB	bam	alignments	ENCSR770OTI	ChIP-seq	Homo sapiens	EP300-human	740458953	GRCh38
