File accession	File format	Output type	Experiment accession	Assay	Biosample organism	Experiment target	Size	Assembly
ENCFF421WVV	bam	alignments	ENCSR563GCV	ChIP-seq	Homo sapiens	FOSL2-human	651336713	GRCh38
ENCFF929RSI	bam	alignments	ENCSR563GCV	ChIP-seq	Homo sapiens	FOSL2-human	609357897	GRCh38
ENCFF227MNI	bam	alignments	ENCSR563GCV	ChIP-seq	Homo sapiens	FOSL2-human	677891639	GRCh38
ENCFF735TSS	bam	alignments	ENCSR000DOE	ChIP-seq	Homo sapiens	GTF2B-human	157763907	GRCh38
ENCFF491JGC	bam	alignments	ENCSR000DOE	ChIP-seq	Homo sapiens	GTF2B-human	196426429	GRCh38
ENCFF513QRO	bam	alignments	ENCSR586DEH	ChIP-seq	Homo sapiens	ZFP1-human	1230948598	GRCh38
ENCFF077LTT	bam	alignments	ENCSR586DEH	ChIP-seq	Homo sapiens	ZFP1-human	1118324790	GRCh38
ENCFF090KCF	bam	alignments	ENCSR000BQI	ChIP-seq	Homo sapiens	CEBPB-human	485444606	GRCh38
ENCFF499BWX	bam	alignments	ENCSR000BQI	ChIP-seq	Homo sapiens	CEBPB-human	370360688	GRCh38
ENCFF028QZW	bam	alignments	ENCSR938ETG	ChIP-seq	Homo sapiens	KLF9-human	1153609262	GRCh38
ENCFF507NBQ	bam	alignments	ENCSR938ETG	ChIP-seq	Homo sapiens	KLF9-human	1339177226	GRCh38
ENCFF318TPO	bam	alignments	ENCSR559IOZ	ChIP-seq	Homo sapiens	ZXDB-human	5442478333	GRCh38
ENCFF100KZW	bam	alignments	ENCSR559IOZ	ChIP-seq	Homo sapiens	ZXDB-human	5691810636	GRCh38
ENCFF097RWA	bam	alignments	ENCSR391JII	ChIP-seq	Homo sapiens	RCOR1-human	2742967428	GRCh38
ENCFF324WPH	bam	alignments	ENCSR391JII	ChIP-seq	Homo sapiens	RCOR1-human	5102031974	GRCh38
ENCFF803ZFE	bam	alignments	ENCSR066TET	ChIP-seq	Homo sapiens	RFX1-human	5278565887	GRCh38
ENCFF299JYS	bam	alignments	ENCSR066TET	ChIP-seq	Homo sapiens	RFX1-human	6521678934	GRCh38
ENCFF578UPT	bam	alignments	ENCSR955BIB	ChIP-seq	Homo sapiens	CTCF-human	4034724652	GRCh38
ENCFF414EUV	bam	alignments	ENCSR721AHD	ChIP-seq	Homo sapiens	CTCF-human	3542134488	GRCh38
ENCFF962EFL	bam	alignments	ENCSR277BXW	ChIP-seq	Homo sapiens	ZBTB7B-human	4807030027	GRCh38
ENCFF338ZSU	bam	alignments	ENCSR277BXW	ChIP-seq	Homo sapiens	ZBTB7B-human	4693758444	GRCh38
ENCFF366BFI	bam	alignments	ENCSR145YCX	ChIP-seq	Homo sapiens	EP300-human	672253509	GRCh38
ENCFF951MOH	bam	alignments	ENCSR145YCX	ChIP-seq	Homo sapiens	EP300-human	598038116	GRCh38
ENCFF940MCJ	bam	alignments	ENCSR925QAW	ChIP-seq	Homo sapiens	HMG20B-human	1707087835	GRCh38
ENCFF557TWG	bam	alignments	ENCSR925QAW	ChIP-seq	Homo sapiens	HMG20B-human	1797873794	GRCh38
ENCFF126WTF	bam	alignments	ENCSR808FFI	ChIP-seq	Homo sapiens	ZKSCAN8-human	1455876485	GRCh38
ENCFF250XOF	bam	alignments	ENCSR808FFI	ChIP-seq	Homo sapiens	ZKSCAN8-human	1289695907	GRCh38
ENCFF103BEQ	bam	alignments	ENCSR704IGU	ChIP-seq	Homo sapiens	ZGPAT-human	1641550297	GRCh38
ENCFF428OAR	bam	alignments	ENCSR704IGU	ChIP-seq	Homo sapiens	ZGPAT-human	2011926108	GRCh38
ENCFF995WLR	bam	alignments	ENCSR904OTM	ChIP-seq	Homo sapiens	BCL3-human	654651906	GRCh38
ENCFF230PCM	bam	alignments	ENCSR904OTM	ChIP-seq	Homo sapiens	BCL3-human	641430360	GRCh38
ENCFF126CIL	bam	alignments	ENCSR904OTM	ChIP-seq	Homo sapiens	BCL3-human	555160834	GRCh38
ENCFF467EPK	bam	alignments	ENCSR925GDS	ChIP-seq	Homo sapiens	CTCF-human	4887815357	GRCh38
ENCFF696OXV	bam	alignments	ENCSR138RCE	ChIP-seq	Homo sapiens	ZNF132-human	5721592131	GRCh38
ENCFF651AIL	bam	alignments	ENCSR138RCE	ChIP-seq	Homo sapiens	ZNF132-human	6036690296	GRCh38
ENCFF361TNY	bam	alignments	ENCSR000DUH	ChIP-seq	Homo sapiens	CTCF-human	422277702	GRCh38
ENCFF360GUG	bam	alignments	ENCSR789GVU	ChIP-seq	Homo sapiens	BHLHE40-human	4751154044	GRCh38
ENCFF247CVJ	bam	alignments	ENCSR789GVU	ChIP-seq	Homo sapiens	BHLHE40-human	4451768357	GRCh38
ENCFF756QEQ	bam	alignments	ENCSR544GUO	ChIP-seq	Homo sapiens	BCL3-human	719166684	GRCh38
ENCFF341IVB	bam	alignments	ENCSR544GUO	ChIP-seq	Homo sapiens	BCL3-human	466626476	GRCh38
ENCFF897HCS	bam	alignments	ENCSR544GUO	ChIP-seq	Homo sapiens	BCL3-human	675287136	GRCh38
ENCFF821PBE	bam	alignments	ENCSR215UXN	ChIP-seq	Homo sapiens	BCL3-human	636209454	GRCh38
ENCFF926JRD	bam	alignments	ENCSR215UXN	ChIP-seq	Homo sapiens	BCL3-human	682707879	GRCh38
ENCFF321CXH	bam	alignments	ENCSR215UXN	ChIP-seq	Homo sapiens	BCL3-human	662537089	GRCh38
ENCFF550JLY	bam	alignments	ENCSR493APD	ChIP-seq	Homo sapiens	CTCF-human	3285510660	GRCh38
ENCFF037WYA	bam	alignments	ENCSR701AQS	ChIP-seq	Homo sapiens	ZNF592-human	3651354002	GRCh38
ENCFF745LPJ	bam	alignments	ENCSR701AQS	ChIP-seq	Homo sapiens	ZNF592-human	4251741481	GRCh38
ENCFF347MNU	bam	alignments	ENCSR606ZTC	ChIP-seq	Homo sapiens	CEBPB-human	690388302	GRCh38
ENCFF417GPF	bam	alignments	ENCSR606ZTC	ChIP-seq	Homo sapiens	CEBPB-human	558091943	GRCh38
ENCFF886NRG	bam	alignments	ENCSR550ZZK	ChIP-seq	Homo sapiens	ZNF493-human	4474269761	GRCh38
ENCFF344TIM	bam	alignments	ENCSR550ZZK	ChIP-seq	Homo sapiens	ZNF493-human	4581009061	GRCh38
ENCFF004JMG	bam	alignments	ENCSR584GHV	ChIP-seq	Homo sapiens	NFE2L2-human	810579234	GRCh38
ENCFF003TGD	bam	alignments	ENCSR584GHV	ChIP-seq	Homo sapiens	NFE2L2-human	810194332	GRCh38
ENCFF428TXD	bam	alignments	ENCSR909HMT	ChIP-seq	Homo sapiens	ZEB1-human	4528270720	GRCh38
ENCFF262PFD	bam	alignments	ENCSR909HMT	ChIP-seq	Homo sapiens	ZEB1-human	5236053502	GRCh38
ENCFF390IDA	bam	alignments	ENCSR949NVY	ChIP-seq	Homo sapiens	ZNF639-human	3149534164	GRCh38
ENCFF368KUM	bam	alignments	ENCSR949NVY	ChIP-seq	Homo sapiens	ZNF639-human	3884069079	GRCh38
ENCFF761FZT	bam	alignments	ENCSR000DQN	ChIP-seq	Homo sapiens	CTCF-human	370854231	GRCh38
ENCFF628ZLC	bam	alignments	ENCSR000DQN	ChIP-seq	Homo sapiens	CTCF-human	573132669	GRCh38
ENCFF265ULV	bam	alignments	ENCSR775UFR	ChIP-seq	Homo sapiens	FOSL2-human	634810868	GRCh38
ENCFF429MUQ	bam	alignments	ENCSR775UFR	ChIP-seq	Homo sapiens	FOSL2-human	722271082	GRCh38
ENCFF083IYV	bam	alignments	ENCSR775UFR	ChIP-seq	Homo sapiens	FOSL2-human	677495564	GRCh38
ENCFF172VKG	bam	alignments	ENCSR812FNU	ChIP-seq	Homo sapiens	CTCF-human	3054260712	GRCh38
ENCFF670OVZ	bam	alignments	ENCSR812FNU	ChIP-seq	Homo sapiens	CTCF-human	3310604531	GRCh38
ENCFF991WOD	bam	alignments	ENCSR506KWJ	ChIP-seq	Homo sapiens	XRCC5-human	700345010	GRCh38
ENCFF232PSU	bam	alignments	ENCSR506KWJ	ChIP-seq	Homo sapiens	XRCC5-human	875444682	GRCh38
ENCFF377YXP	bam	alignments	ENCSR000DZI	ChIP-seq	Homo sapiens	MXI1-human	546985881	GRCh38
ENCFF169JOK	bam	alignments	ENCSR000DZI	ChIP-seq	Homo sapiens	MXI1-human	863716625	GRCh38
ENCFF544AYT	bam	alignments	ENCSR979IOT	ChIP-seq	Homo sapiens	HES2-human	692031919	GRCh38
ENCFF322NBG	bam	alignments	ENCSR979IOT	ChIP-seq	Homo sapiens	HES2-human	651380955	GRCh38
ENCFF551FQW	bam	alignments	ENCSR000BNH	ChIP-seq	Homo sapiens	CTCF-human	547282482	GRCh38
ENCFF397FGK	bam	alignments	ENCSR000BNH	ChIP-seq	Homo sapiens	CTCF-human	1953262346	GRCh38
ENCFF508RFI	bam	alignments	ENCSR000DMS	ChIP-seq	Homo sapiens	CTCF-human	1352548348	GRCh38
ENCFF623HMX	bam	alignments	ENCSR000DMS	ChIP-seq	Homo sapiens	CTCF-human	1272603777	GRCh38
ENCFF517SGK	bam	alignments	ENCSR260WCE	ChIP-seq	Homo sapiens	EP300-human	865148271	GRCh38
ENCFF913FOB	bam	alignments	ENCSR260WCE	ChIP-seq	Homo sapiens	EP300-human	633542065	GRCh38
ENCFF038QSX	bam	alignments	ENCSR260WCE	ChIP-seq	Homo sapiens	EP300-human	729296672	GRCh38
ENCFF047TEL	bam	alignments	ENCSR502GAX	ChIP-seq	Homo sapiens	ZNF652-human	1095449706	GRCh38
ENCFF901MSA	bam	alignments	ENCSR502GAX	ChIP-seq	Homo sapiens	ZNF652-human	1374690962	GRCh38
ENCFF647MYR	bam	alignments	ENCSR563FBT	ChIP-seq	Homo sapiens	USF2-human	5435791613	GRCh38
ENCFF645HSB	bam	alignments	ENCSR563FBT	ChIP-seq	Homo sapiens	USF2-human	5389650278	GRCh38
ENCFF737VAT	bam	alignments	ENCSR000BGI	ChIP-seq	Homo sapiens	USF1-human	255029592	GRCh38
ENCFF074OYP	bam	alignments	ENCSR000BGI	ChIP-seq	Homo sapiens	USF1-human	326611157	GRCh38
ENCFF263CFP	bam	alignments	ENCSR474DCX	ChIP-seq	Homo sapiens	CEBPB-human	606949564	GRCh38
ENCFF478BBB	bam	alignments	ENCSR474DCX	ChIP-seq	Homo sapiens	CEBPB-human	381395849	GRCh38
ENCFF745OUL	bam	alignments	ENCSR474DCX	ChIP-seq	Homo sapiens	CEBPB-human	739505940	GRCh38
ENCFF818IAY	bam	alignments	ENCSR859RAO	ChIP-seq	Homo sapiens	YY1-human	6772740203	GRCh38
ENCFF050ZWL	bam	alignments	ENCSR859RAO	ChIP-seq	Homo sapiens	YY1-human	8321947431	GRCh38
ENCFF703HTN	bam	alignments	ENCSR000BHF	ChIP-seq	Homo sapiens	NR3C1-human	613343067	GRCh38
ENCFF599NFC	bam	alignments	ENCSR000BHF	ChIP-seq	Homo sapiens	NR3C1-human	716736569	GRCh38
ENCFF122DAA	bam	alignments	ENCSR853DWE	ChIP-seq	Homo sapiens	CEBPB-human	607353118	GRCh38
ENCFF476XZD	bam	alignments	ENCSR853DWE	ChIP-seq	Homo sapiens	CEBPB-human	613739517	GRCh38
ENCFF639GDS	bam	alignments	ENCSR853DWE	ChIP-seq	Homo sapiens	CEBPB-human	581521962	GRCh38
ENCFF377HEH	bam	alignments	ENCSR614HHL	ChIP-seq	Homo sapiens	CTCF-human	1768558575	GRCh38
ENCFF558CXK	bam	alignments	ENCSR330IJE	ChIP-seq	Homo sapiens	FOSL2-human	474271221	GRCh38
ENCFF473LME	bam	alignments	ENCSR330IJE	ChIP-seq	Homo sapiens	FOSL2-human	650499957	GRCh38
ENCFF045JEK	bam	alignments	ENCSR330IJE	ChIP-seq	Homo sapiens	FOSL2-human	625646844	GRCh38
ENCFF535MRQ	bam	alignments	ENCSR000DTI	ChIP-seq	Homo sapiens	CTCF-human	495850682	GRCh38
ENCFF396STC	bam	alignments	ENCSR000DTI	ChIP-seq	Homo sapiens	CTCF-human	588813898	GRCh38
ENCFF127DUL	bam	alignments	ENCSR482BBZ	ChIP-seq	Homo sapiens	GLIS1-human	4084005060	GRCh38
ENCFF759RDL	bam	alignments	ENCSR482BBZ	ChIP-seq	Homo sapiens	GLIS1-human	3618041259	GRCh38
ENCFF232BJL	bam	alignments	ENCSR494TNM	ChIP-seq	Homo sapiens	CTCF-human	3823253807	GRCh38
ENCFF831DYI	bam	alignments	ENCSR817HTJ	ChIP-seq	Homo sapiens	CTCF-human	3300173137	GRCh38
ENCFF666TEP	bam	alignments	ENCSR817HTJ	ChIP-seq	Homo sapiens	CTCF-human	3834210389	GRCh38
ENCFF233TEI	bam	alignments	ENCSR859BMR	ChIP-seq	Homo sapiens	KLF1-human	4759127939	GRCh38
ENCFF059IPA	bam	alignments	ENCSR859BMR	ChIP-seq	Homo sapiens	KLF1-human	5564730499	GRCh38
ENCFF327HGF	bam	alignments	ENCSR184SVO	ChIP-seq	Homo sapiens	ZBTB26-human	1253372090	GRCh38
ENCFF578RKV	bam	alignments	ENCSR184SVO	ChIP-seq	Homo sapiens	ZBTB26-human	1561009394	GRCh38
ENCFF871KNP	bam	alignments	ENCSR041AXL	ChIP-seq	Homo sapiens	RFX1-human	3377392964	GRCh38
ENCFF490ICL	bam	alignments	ENCSR041AXL	ChIP-seq	Homo sapiens	RFX1-human	3726758860	GRCh38
ENCFF819ZGP	bam	alignments	ENCSR589SNT	ChIP-seq	Homo sapiens	TFE3-human	1433748294	GRCh38
ENCFF900SVA	bam	alignments	ENCSR589SNT	ChIP-seq	Homo sapiens	TFE3-human	1575377128	GRCh38
ENCFF159MOK	bam	alignments	ENCSR126YEB	ChIP-seq	Homo sapiens	FOXA1-human	2926761962	GRCh38
ENCFF331PWP	bam	alignments	ENCSR126YEB	ChIP-seq	Homo sapiens	FOXA1-human	3086311102	GRCh38
ENCFF342NOF	bam	alignments	ENCSR768HOH	ChIP-seq	Homo sapiens	ZNF324-human	4586094941	GRCh38
ENCFF521XIN	bam	alignments	ENCSR768HOH	ChIP-seq	Homo sapiens	ZNF324-human	4780204390	GRCh38
ENCFF924KUA	bam	alignments	ENCSR000BJD	ChIP-seq	Homo sapiens	RXRA-human	312666675	GRCh38
ENCFF713PKK	bam	alignments	ENCSR000BJD	ChIP-seq	Homo sapiens	RXRA-human	293552376	GRCh38
ENCFF807TIN	bam	alignments	ENCSR000EDQ	ChIP-seq	Homo sapiens	RCOR1-human	877151848	GRCh38
ENCFF535OVY	bam	alignments	ENCSR000EDQ	ChIP-seq	Homo sapiens	RCOR1-human	888504025	GRCh38
ENCFF195HUS	bam	alignments	ENCSR000BJL	ChIP-seq	Homo sapiens	REST-human	456227150	GRCh38
ENCFF291BBG	bam	alignments	ENCSR000BJL	ChIP-seq	Homo sapiens	REST-human	506369414	GRCh38
ENCFF657TZQ	bam	alignments	ENCSR695EQB	ChIP-seq	Homo sapiens	ZNF24-human	5193671450	GRCh38
ENCFF738AVH	bam	alignments	ENCSR695EQB	ChIP-seq	Homo sapiens	ZNF24-human	5228373859	GRCh38
ENCFF070WEO	bam	alignments	ENCSR000BJK	ChIP-seq	Homo sapiens	GABPA-human	345537846	GRCh38
ENCFF496HGU	bam	alignments	ENCSR000BJK	ChIP-seq	Homo sapiens	GABPA-human	597246951	GRCh38
ENCFF663MFK	bam	alignments	ENCSR000BQE	ChIP-seq	Homo sapiens	CTCF-human	528175062	GRCh38
ENCFF667IDX	bam	alignments	ENCSR000BQE	ChIP-seq	Homo sapiens	CTCF-human	979486542	GRCh38
ENCFF063VLB	bam	alignments	ENCSR213VUI	ChIP-seq	Homo sapiens	TRIM25-human	5071694061	GRCh38
ENCFF541OEZ	bam	alignments	ENCSR213VUI	ChIP-seq	Homo sapiens	TRIM25-human	4191340571	GRCh38
ENCFF755GJA	bam	alignments	ENCSR000BJC	ChIP-seq	Homo sapiens	NR3C1-human	424117995	GRCh38
ENCFF527JSO	bam	alignments	ENCSR000BJC	ChIP-seq	Homo sapiens	NR3C1-human	553184307	GRCh38
ENCFF953OAD	bam	alignments	ENCSR957KYB	ChIP-seq	Homo sapiens	BHLHE40-human	742065457	GRCh38
ENCFF551QAX	bam	alignments	ENCSR957KYB	ChIP-seq	Homo sapiens	BHLHE40-human	848027264	GRCh38
ENCFF059NNP	bam	alignments	ENCSR051OUX	ChIP-seq	Homo sapiens	NFATC3-human	3781275125	GRCh38
ENCFF221GWS	bam	alignments	ENCSR051OUX	ChIP-seq	Homo sapiens	NFATC3-human	3946453394	GRCh38
ENCFF258DFY	bam	alignments	ENCSR613NUC	ChIP-seq	Homo sapiens	ARNT-human	4239575023	GRCh38
ENCFF490XTX	bam	alignments	ENCSR613NUC	ChIP-seq	Homo sapiens	ARNT-human	5340524575	GRCh38
ENCFF862DYV	bam	alignments	ENCSR605YWG	ChIP-seq	Homo sapiens	TBX3-human	4701891822	GRCh38
ENCFF343FIG	bam	alignments	ENCSR605YWG	ChIP-seq	Homo sapiens	TBX3-human	5626494384	GRCh38
ENCFF228ZGU	bam	alignments	ENCSR238QRG	ChIP-seq	Homo sapiens	TBX3-human	5038148705	GRCh38
ENCFF106TAT	bam	alignments	ENCSR238QRG	ChIP-seq	Homo sapiens	TBX3-human	9877696813	GRCh38
ENCFF683DUA	bam	alignments	ENCSR988LZG	ChIP-seq	Homo sapiens	ARID4B-human	1253134608	GRCh38
ENCFF213AJW	bam	alignments	ENCSR988LZG	ChIP-seq	Homo sapiens	ARID4B-human	1552328848	GRCh38
ENCFF572EKC	bam	alignments	ENCSR000DLR	ChIP-seq	Homo sapiens	MYC-human	214858394	GRCh38
ENCFF398GCQ	bam	alignments	ENCSR000DLR	ChIP-seq	Homo sapiens	MYC-human	247605615	GRCh38
ENCFF263DIF	bam	alignments	ENCSR000DLR	ChIP-seq	Homo sapiens	MYC-human	331971405	GRCh38
ENCFF627OTJ	bam	alignments	ENCSR619OUC	ChIP-seq	Homo sapiens	ZBTB6-human	4794608754	GRCh38
ENCFF807LVD	bam	alignments	ENCSR619OUC	ChIP-seq	Homo sapiens	ZBTB6-human	5450899293	GRCh38
ENCFF691TZW	bam	alignments	ENCSR381VYR	ChIP-seq	Homo sapiens	ZFP69B-human	3862231155	GRCh38
ENCFF162XYQ	bam	alignments	ENCSR381VYR	ChIP-seq	Homo sapiens	ZFP69B-human	4984579232	GRCh38
ENCFF764EWY	bam	alignments	ENCSR872BOU	ChIP-seq	Homo sapiens	FOXK2-human	5423703397	GRCh38
ENCFF258WGM	bam	alignments	ENCSR872BOU	ChIP-seq	Homo sapiens	FOXK2-human	5285337052	GRCh38
ENCFF804HGF	bam	alignments	ENCSR752AQK	ChIP-seq	Homo sapiens	CEBPB-human	698382233	GRCh38
ENCFF490BFJ	bam	alignments	ENCSR752AQK	ChIP-seq	Homo sapiens	CEBPB-human	670038570	GRCh38
ENCFF217WJF	bam	alignments	ENCSR752AQK	ChIP-seq	Homo sapiens	CEBPB-human	500943516	GRCh38
ENCFF045YYY	bam	alignments	ENCSR000EUJ	ChIP-seq	Homo sapiens	IKZF1-human	610822083	GRCh38
ENCFF736MXP	bam	alignments	ENCSR000EUJ	ChIP-seq	Homo sapiens	IKZF1-human	828196574	GRCh38
ENCFF425DTQ	bam	alignments	ENCSR961WLZ	ChIP-seq	Homo sapiens	SOX5-human	1285257952	GRCh38
ENCFF392ZYL	bam	alignments	ENCSR961WLZ	ChIP-seq	Homo sapiens	SOX5-human	1605622042	GRCh38
ENCFF385POH	bam	alignments	ENCSR356YXW	ChIP-seq	Homo sapiens	HES2-human	628528360	GRCh38
ENCFF878QJJ	bam	alignments	ENCSR356YXW	ChIP-seq	Homo sapiens	HES2-human	702795074	GRCh38
ENCFF531WEL	bam	alignments	ENCSR356YXW	ChIP-seq	Homo sapiens	HES2-human	761531583	GRCh38
ENCFF532VUH	bam	alignments	ENCSR851SOK	ChIP-seq	Homo sapiens	CTCF-human	750445044	GRCh38
ENCFF539UJP	bam	alignments	ENCSR851SOK	ChIP-seq	Homo sapiens	CTCF-human	625245211	GRCh38
ENCFF312HCW	bam	alignments	ENCSR851SOK	ChIP-seq	Homo sapiens	CTCF-human	726263750	GRCh38
ENCFF667WHX	bam	alignments	ENCSR494PWZ	ChIP-seq	Homo sapiens	ZC3H8-human	4543293031	GRCh38
ENCFF049FZG	bam	alignments	ENCSR494PWZ	ChIP-seq	Homo sapiens	ZC3H8-human	4814871429	GRCh38
ENCFF730QBB	bam	alignments	ENCSR909TSW	ChIP-seq	Homo sapiens	ZNF547-human	3818421174	GRCh38
ENCFF996RPG	bam	alignments	ENCSR909TSW	ChIP-seq	Homo sapiens	ZNF547-human	3960043704	GRCh38
ENCFF715AMR	bam	alignments	ENCSR107RHZ	ChIP-seq	Homo sapiens	YBX1-human	4418469896	GRCh38
ENCFF195WOK	bam	alignments	ENCSR107RHZ	ChIP-seq	Homo sapiens	YBX1-human	3975801179	GRCh38
ENCFF949CYQ	bam	alignments	ENCSR736ZKL	ChIP-seq	Homo sapiens	ZNF148-human	4205778981	GRCh38
ENCFF636XWN	bam	alignments	ENCSR736ZKL	ChIP-seq	Homo sapiens	ZNF148-human	5303720381	GRCh38
ENCFF771COC	bam	alignments	ENCSR000BJH	ChIP-seq	Homo sapiens	PAX5-human	251330489	GRCh38
ENCFF863RJF	bam	alignments	ENCSR000BJH	ChIP-seq	Homo sapiens	PAX5-human	266438889	GRCh38
ENCFF807YIG	bam	alignments	ENCSR919OXR	ChIP-seq	Homo sapiens	NR3C1-human	617380250	GRCh38
ENCFF331QXR	bam	alignments	ENCSR919OXR	ChIP-seq	Homo sapiens	NR3C1-human	652204087	GRCh38
ENCFF038DBH	bam	alignments	ENCSR919OXR	ChIP-seq	Homo sapiens	NR3C1-human	650686170	GRCh38
ENCFF090GRO	bam	alignments	ENCSR000DLO	ChIP-seq	Homo sapiens	CTCF-human	438003933	GRCh38
ENCFF368XSU	bam	alignments	ENCSR660RYY	ChIP-seq	Homo sapiens	NR3C1-human	674274118	GRCh38
ENCFF450WID	bam	alignments	ENCSR660RYY	ChIP-seq	Homo sapiens	NR3C1-human	582263638	GRCh38
ENCFF122YXG	bam	alignments	ENCSR660RYY	ChIP-seq	Homo sapiens	NR3C1-human	640729915	GRCh38
ENCFF871QFB	bam	alignments	ENCSR170DNV	ChIP-seq	Homo sapiens	PHB2-human	5274261016	GRCh38
ENCFF904HKQ	bam	alignments	ENCSR170DNV	ChIP-seq	Homo sapiens	PHB2-human	5206630767	GRCh38
ENCFF888BBP	bam	alignments	ENCSR287FWE	ChIP-seq	Homo sapiens	NR3C1-human	595259000	GRCh38
ENCFF236LTP	bam	alignments	ENCSR287FWE	ChIP-seq	Homo sapiens	NR3C1-human	575299092	GRCh38
ENCFF221AJW	bam	alignments	ENCSR287FWE	ChIP-seq	Homo sapiens	NR3C1-human	677470048	GRCh38
ENCFF580GYQ	bam	alignments	ENCSR590CNM	ChIP-seq	Homo sapiens	GATA4-human	981640803	GRCh38
ENCFF171MMW	bam	alignments	ENCSR590CNM	ChIP-seq	Homo sapiens	GATA4-human	1243002574	GRCh38
ENCFF379YIZ	bam	alignments	ENCSR987GXT	ChIP-seq	Homo sapiens	CTCF-human	2781443267	GRCh38
ENCFF869UFK	bam	alignments	ENCSR987GXT	ChIP-seq	Homo sapiens	CTCF-human	3197805242	GRCh38
ENCFF103HTZ	bam	alignments	ENCSR674SCQ	ChIP-seq	Homo sapiens	ZNF354B-human	7571766071	GRCh38
ENCFF864BUV	bam	alignments	ENCSR674SCQ	ChIP-seq	Homo sapiens	ZNF354B-human	7520033153	GRCh38
ENCFF719XQY	bam	alignments	ENCSR076YPO	ChIP-seq	Homo sapiens	RNF2-human	1164666225	GRCh38
ENCFF544DDY	bam	alignments	ENCSR076YPO	ChIP-seq	Homo sapiens	RNF2-human	1309680764	GRCh38
ENCFF422DDL	bam	alignments	ENCSR991RJM	ChIP-seq	Homo sapiens	JUN-human	691654049	GRCh38
ENCFF854OZH	bam	alignments	ENCSR991RJM	ChIP-seq	Homo sapiens	JUN-human	715102490	GRCh38
ENCFF634MSE	bam	alignments	ENCSR991RJM	ChIP-seq	Homo sapiens	JUN-human	632485205	GRCh38
ENCFF367WEI	bam	alignments	ENCSR000DYC	ChIP-seq	Homo sapiens	MYC-human	759475824	GRCh38
ENCFF866MOR	bam	alignments	ENCSR000DYC	ChIP-seq	Homo sapiens	MYC-human	910236732	GRCh38
ENCFF564KCD	bam	alignments	ENCSR837EYC	ChIP-seq	Homo sapiens	NRF1-human	754403095	GRCh38
ENCFF207NLX	bam	alignments	ENCSR837EYC	ChIP-seq	Homo sapiens	NRF1-human	717958307	GRCh38
ENCFF329MCT	bam	alignments	ENCSR786OQY	ChIP-seq	Homo sapiens	ZBTB5-human	4033853337	GRCh38
ENCFF872TUO	bam	alignments	ENCSR786OQY	ChIP-seq	Homo sapiens	ZBTB5-human	4464825655	GRCh38
ENCFF195MMC	bam	alignments	ENCSR117CHD	ChIP-seq	Homo sapiens	HOMEZ-human	991843793	GRCh38
ENCFF371LTF	bam	alignments	ENCSR117CHD	ChIP-seq	Homo sapiens	HOMEZ-human	1290113177	GRCh38
ENCFF758ZNV	bam	alignments	ENCSR000DWY	ChIP-seq	Homo sapiens	CTCF-human	858049854	GRCh38
ENCFF749RRI	bam	alignments	ENCSR000EZT	ChIP-seq	Homo sapiens	JUN-human	261318556	GRCh38
ENCFF784MLU	bam	alignments	ENCSR000EZT	ChIP-seq	Homo sapiens	JUN-human	302108506	GRCh38
ENCFF953PTA	bam	alignments	ENCSR000BNS	ChIP-seq	Homo sapiens	FOSL1-human	313575489	GRCh38
ENCFF113JVG	bam	alignments	ENCSR000BNS	ChIP-seq	Homo sapiens	FOSL1-human	459780381	GRCh38
ENCFF844PQH	bam	alignments	ENCSR000AVA	ChIP-seq	Homo sapiens	CHD7-human	826833650	GRCh38
ENCFF906SNA	bam	alignments	ENCSR000AVA	ChIP-seq	Homo sapiens	CHD7-human	1882138342	GRCh38
ENCFF991RVH	bam	alignments	ENCSR000EFQ	ChIP-seq	Homo sapiens	ZMIZ1-human	663750011	GRCh38
ENCFF682RUI	bam	alignments	ENCSR000EFQ	ChIP-seq	Homo sapiens	ZMIZ1-human	905858265	GRCh38
ENCFF356NSD	bam	alignments	ENCSR249JOH	ChIP-seq	Homo sapiens	CTCF-human	685375769	GRCh38
ENCFF951KQC	bam	alignments	ENCSR249JOH	ChIP-seq	Homo sapiens	CTCF-human	585339288	GRCh38
ENCFF180EPT	bam	alignments	ENCSR249JOH	ChIP-seq	Homo sapiens	CTCF-human	704742025	GRCh38
ENCFF988NFK	bam	alignments	ENCSR000BMI	ChIP-seq	Homo sapiens	SRF-human	370145429	GRCh38
ENCFF274NWP	bam	alignments	ENCSR000BMI	ChIP-seq	Homo sapiens	SRF-human	494421293	GRCh38
ENCFF344DOB	bam	alignments	ENCSR217QCK	ChIP-seq	Homo sapiens	ZNF697-human	2701515041	GRCh38
ENCFF366ZYM	bam	alignments	ENCSR217QCK	ChIP-seq	Homo sapiens	ZNF697-human	3284354532	GRCh38
ENCFF196XHX	bam	alignments	ENCSR044FMM	ChIP-seq	Homo sapiens	SALL2-human	4643570241	GRCh38
ENCFF764FEJ	bam	alignments	ENCSR044FMM	ChIP-seq	Homo sapiens	SALL2-human	4843526529	GRCh38
ENCFF230AXK	bam	alignments	ENCSR000EGO	ChIP-seq	Homo sapiens	RFX5-human	673074017	GRCh38
ENCFF524SJJ	bam	alignments	ENCSR000EGO	ChIP-seq	Homo sapiens	RFX5-human	831996692	GRCh38
